Station,Location,State,Temperature,DO,pH,Conductivity,BOD,Nitrate,Fecal_Coliform,Total_Coliform,Year,BOD_DO_Ratio,Temp_DO_Interaction,Pollution_Index,Risk_Score,Risk_Level
3026.0,"RIVER TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNE",TAMIL NADU,24.0,6.2,6.54,60.0,2.0,0.32,4.0,11.0,2024,0.322061191626409,148.8,0.8064999999999999,2.56,Safe
3027.0,"RIVER TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK",TAMIL NADU,28.0,5.4,6.79,142.0,2.2,0.32,11.0,24.0,2024,0.40665434380776344,151.20000000000002,1.0605,3.87,Safe
3028.0,"RIVER TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, T",TAMIL NADU,26.0,6.4,7.1,112.0,2.0,0.32,4.0,25.0,2024,0.31201248049922,166.4,0.9314999999999999,3.23,Safe
3029.0,"RIVER TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE",TAMIL NADU,28.0,6.0,7.24,132.0,2.0,0.32,17.0,48.0,2024,0.3327787021630616,168.0,1.0254999999999999,3.7,Safe
10062.0,RIVER TAMRABARANI AT TIRUNELVELI D/S,TAMIL NADU,27.0,5.8,7.0,108.0,2.0,0.32,14.0,32.0,2024,0.34423407917383825,156.6,0.949,3.32,Safe
1403.0,"RIVER GUMTI AT U/S SOUTH TRIPURA, TRIPURA",TRIPURA,24.5,5.2,6.93,135.0,1.2,0.8,39.0,110.0,2024,0.23032629558541265,127.4,1.0135,3.64,Safe
1404.0,"RIVER GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,25.5,5.0,7.02,139.0,1.3,1.0,46.0,170.0,2024,0.2594810379241517,127.5,1.1920000000000002,4.48,Safe
1726.0,"RIVER HAORA D/S OF CHANDRAPUR, AGARTALA D/S O",TRIPURA,25.5,5.2,7.05,134.0,1.2,0.8,39.0,110.0,2024,0.23032629558541265,132.6,1.0115,3.63,Safe
3397.0,"RIVER HAORA AT DASHAMIGHAT, WEST TRIPURA",TRIPURA,24.0,5.1,6.91,157.0,1.9,1.6,63.0,350.0,2024,0.3718199608610568,122.39999999999999,1.8235000000000001,7.0,Safe
3398.0,"RIVER KHOWAI AT TRISHA BARI, TELIAMURA, WEST TR",TRIPURA,23.0,5.3,6.95,126.0,1.1,1.0,39.0,120.0,2024,0.20715630885122413,121.89999999999999,1.0205,3.67,Safe
3399.0,"RIVER KHOWAI AT KUMARI MADHUTI SETU, WEST TRI",TRIPURA,23.0,5.4,6.91,121.0,1.1,0.9,38.0,110.0,2024,0.20332717190388172,124.2,0.974,3.44,Safe
3400.0,"RIVER KHOWAI AT CHAKMAGHAT, WEST TRIPURA",TRIPURA,23.5,5.2,6.75,118.0,1.2,1.1,39.0,120.0,2024,0.23032629558541265,122.2,1.0545,3.84,Safe
3401.0,"RIVER HAORA AT ARALIA, WEST TRIPURA",TRIPURA,24.5,5.1,6.61,142.0,1.6,1.2,58.0,220.0,2024,0.31311154598825836,124.94999999999999,1.421,5.47,Safe
3402.0,"RIVER HAORA AT KALABAGAN, WEST TRIPURA",TRIPURA,24.0,5.4,7.03,136.0,1.1,1.0,43.0,130.0,2024,0.20332717190388172,129.60000000000002,1.0615,3.87,Safe
3403.0,"RIVER HAORA AT JOYNAGAR, WEST TRIPURA",TRIPURA,24.0,5.3,7.01,129.0,1.1,0.9,41.0,120.0,2024,0.20715630885122413,127.19999999999999,1.0095,3.62,Safe
3404.0,"RIVER KHOWAI AT KARAILONG, TELIAMURA, WEST TRI",TRIPURA,23.5,5.2,6.71,127.0,1.1,0.8,38.0,110.0,2024,0.21113243761996164,122.2,0.966,3.4,Safe
3405.0,"RIVER BURIGAON AT BISHALGARH, WEST TRIPURA",TRIPURA,24.0,5.2,7.06,146.0,1.5,1.5,48.0,240.0,2024,0.28790786948176583,124.80000000000001,1.4740000000000002,5.68,Safe
3406.0,"RIVER GUMTI AT RAJDHARNAGAR, SOUTH TRIPURA",TRIPURA,24.5,5.2,6.95,129.0,1.1,0.9,41.0,120.0,2024,0.21113243761996164,127.4,1.0095,3.62,Safe
3407.0,"RIVER GUMTI AT AMARPUR, SOUTH TRIPURA",TRIPURA,24.0,5.4,7.02,124.0,1.1,0.9,38.0,110.0,2024,0.20332717190388172,129.60000000000002,0.98,3.47,Safe
3408.0,"RIVER GUMTI AT THIRTHAMUKH, SOUTH TRIPURA",TRIPURA,24.0,5.3,7.01,121.0,1.1,0.9,38.0,110.0,2024,0.20715630885122413,127.19999999999999,0.974,3.44,Safe
3409.0,"RIVER GUMTI AT SUBHAS SETU, DHAJANAGAR, D/S UD",TRIPURA,24.5,5.2,7.05,129.0,1.1,1.1,38.0,110.0,2024,0.21113243761996164,127.4,1.03,3.72,Safe
3410.0,"RIVER FENI AT SABROOM (INTERSTATE BOUNDARY), S",TRIPURA,24.0,5.3,6.93,125.0,1.1,1.0,38.0,110.0,2024,0.20715630885122413,127.19999999999999,1.002,3.58,Safe
3411.0,"RIVER FENI AT CHOTOKHIL BATTALA, SOUTH TRIPURA",TRIPURA,24.0,5.3,7.11,121.0,1.1,1.0,33.0,94.0,2024,0.20715630885122413,127.19999999999999,0.9625,3.38,Safe
3412.0,"RIVER MUHARI AT BANKAR (INTERSTATE BOUNDRY), B",TRIPURA,24.0,5.5,6.91,125.0,1.2,0.9,39.0,110.0,2024,0.2177858439201452,132.0,1.0135,3.64,Safe
3413.0,"RIVER MUHARI AT MUHARICHAR, SOUTH TRIPURA",TRIPURA,24.5,5.4,7.02,121.0,1.2,0.8,39.0,110.0,2024,0.22181146025878,132.3,0.9855,3.5,Safe
3414.0,"RIVER DHALAI AT CHANDRAIPARA, D/S OF AMBASSA T",TRIPURA,24.0,5.3,6.91,122.0,1.1,0.8,38.0,110.0,2024,0.20715630885122413,127.19999999999999,0.956,3.35,Safe
3415.0,"RIVER DHALAI AT KAMALPUR D/S, DHALAI",TRIPURA,23.5,5.4,6.71,110.0,1.1,0.6,38.0,110.0,2024,0.20332717190388172,126.9,0.8920000000000001,3.02,Safe
3416.0,"RIVER DHALAI AT MANIK BHANDHER, DHALAI",TRIPURA,23.5,5.5,6.81,120.0,1.1,0.8,41.0,110.0,2024,0.19963702359346644,129.25,0.9565,3.35,Safe
3420.0,RIVER LONGAI AT DAMCHERRA (INTERSTATE BOUNDR,TRIPURA,23.0,5.4,6.79,115.0,1.1,0.6,38.0,94.0,2024,0.20332717190388172,124.2,0.8779999999999999,2.95,Safe
3421.0,"RIVER JURI AT KRISHNAPUR, D/S OF DHARMANAGAR,",TRIPURA,23.5,5.5,6.75,118.0,1.1,0.8,38.0,110.0,2024,0.19963702359346644,129.25,0.948,3.31,Safe
3422.0,"RIVER DEO AT PECHARTHAL D/S, NORTH TRIPURA",TRIPURA,23.5,5.3,6.89,118.0,1.1,0.7,38.0,110.0,2024,0.20715630885122413,124.55,0.9279999999999999,3.21,Safe
4219.0,RIVER DEO AT SANTIPUR,TRIPURA,25.0,5.4,7.01,127.0,1.2,0.8,39.0,110.0,2024,0.22181146025878,135.0,0.9975,3.56,Safe
4220.0,RIVER DEO AT SUBASH NAGAR,TRIPURA,25.5,5.2,6.13,117.0,1.2,0.8,39.0,110.0,2024,0.23032629558541265,132.6,0.9775,3.46,Safe
4640.0,"RIVER HAORA AT BORDOWALI, HAORA",TRIPURA,24.5,5.1,6.78,134.0,1.3,1.0,58.0,210.0,2024,0.2544031311154599,124.94999999999999,1.26,4.79,Safe
4645.0,RIVER CHELIKHOLA D/S OF BURIGAON,TRIPURA,24.5,5.4,6.88,115.0,1.2,0.8,48.0,170.0,2024,0.22181146025878,132.3,1.077,3.95,Safe
4646.0,RIVER GOLAGHATI U/S OF BURIGAON RIVER,TRIPURA,25.0,5.1,7.19,135.0,1.2,0.8,48.0,210.0,2024,0.23483365949119375,127.49999999999999,1.177,4.41,Safe
4654.0,RIVER JURI AT CHAMTALI,TRIPURA,24.0,5.2,6.89,119.0,1.1,0.8,39.0,130.0,2024,0.21113243761996164,124.80000000000001,0.9815,3.48,Safe
4655.0,RIVER DEO AT KANCHANPUR,TRIPURA,24.0,5.2,6.67,134.0,1.2,0.8,41.0,130.0,2024,0.23032629558541265,124.80000000000001,1.0445,3.79,Safe
4438.0,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,HIMACHAL PRADESH,8.0,6.3,7.5,144.0,1.0,0.32,26.0,84.0,2024,0.1584786053882726,50.4,0.817,2.62,Safe
1008.0,RIVER BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,12.0,6.7,7.3,152.0,1.0,0.56,2.0,39.0,2024,0.14903129657228018,80.4,0.7775000000000001,2.4,Safe
30083.0,RIVER BEAS AT TALWARA (PONG DAM),HIMACHAL PRADESH,17.0,7.4,8.0,200.0,1.0,0.32,2.0,11.0,2024,0.1349527665317139,125.80000000000001,0.7835,2.43,Safe
1292.0,"RIVER BEAS AT PONG DAM ,PONG VILLAGE",HIMACHAL PRADESH,9.0,6.8,7.6,144.0,1.0,0.46,11.0,120.0,2024,0.14684287812041116,61.199999999999996,0.8764999999999998,2.94,Safe
1009.0,RIVER BEAS AT D/S PONG DAM,HIMACHAL PRADESH,10.0,4.2,7.3,153.0,1.0,0.3,23.0,280.0,2024,0.23752969121140144,42.0,1.1205,4.15,Safe
1693.0,"RIVER BEAS AT TALWARA H/W, PUNJAB",PUNJAB,7.0,7.8,7.3,191.0,1.0,0.3,17.0,70.0,2024,0.12804097311139565,54.6,0.8724999999999999,2.92,Safe
30084.0,"RIVER BEAS AT D/S CHANGARWA VILLAGE, (PUNJAB)",PUNJAB,16.0,7.0,7.8,199.0,1.0,0.32,490.0,490.0,2024,0.14265335235378032,112.0,2.2319999999999998,8.34,Safe
1010.0,"RIVER BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,7.0,7.5,7.4,240.0,1.2,0.3,26.0,110.0,2024,0.15978695073235685,52.5,1.1039999999999999,4.08,Safe
1694.0,"RIVER BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,7.0,7.6,7.4,242.0,1.1,0.3,31.0,120.0,2024,0.14454664914586074,53.199999999999996,1.1005,4.06,Safe
1695.0,"RIVER BEAS D/S PATHANKOT, PUNJAB",PUNJAB,7.0,7.4,7.3,243.0,1.0,0.3,58.0,170.0,2024,0.1349527665317139,51.800000000000004,1.1880000000000002,4.46,Safe
1294.0,"RIVER BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN , PUNJAB",PUNJAB,11.0,7.6,7.4,244.0,1.0,0.31,110.0,280.0,2024,0.1314060446780552,83.6,1.4349999999999998,5.53,Safe
4164.0,"RIVER BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,11.0,7.5,7.3,226.0,1.0,0.3,70.0,220.0,2024,0.13315579227696406,82.5,1.2469999999999999,4.73,Safe
1011.0,RIVER BEAS AT G.T.ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,11.0,7.4,5.0,215.0,1.2,0.3,110.0,280.0,2024,0.16194331983805668,81.4,1.4349999999999998,5.53,Safe
1696.0,"RIVER BEAS U/S GOINDWAL, PUNJAB",PUNJAB,11.0,8.1,7.4,214.0,1.0,0.3,78.0,250.0,2024,0.12330456226880396,89.1,1.28,4.87,Safe
1012.0,RIVER BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,11.0,7.7,7.6,215.0,1.1,0.3,110.0,260.0,2024,0.14267185473411156,84.7,1.375,5.28,Safe
5504.0,River Beas at  Karmowala  village,PUNJAB,18.0,8.5,7.3,266.0,1.4,0.65,140.0,470.0,2024,0.1645123384253819,153.0,1.9969999999999999,7.59,Safe
5505.0,River Beas at  Chamba Kalan,PUNJAB,18.0,8.6,7.3,252.0,1.3,0.62,110.0,260.0,2024,0.15098722415795587,154.79999999999998,1.573,6.07,Safe
5506.0,River Beas at Kamboh Dahiwala,PUNJAB,18.0,8.4,7.2,252.0,1.4,0.6,93.0,220.0,2024,0.16646848989298452,151.20000000000002,1.5135,5.84,Safe
1697.0,"RIVER BEAS AT HARIKE, PUNJAB",PUNJAB,12.0,7.9,7.5,210.0,1.0,0.3,110.0,280.0,2024,0.1264222503160556,94.80000000000001,1.365,5.24,Safe
3125,,BIHAR,14.0,7.3,7.4,159.0,1.0,0.3,790.0,1300.0,2024,0.13679890560875513,102.2,3.8129999999999997,12.3,Safe
2568,,BIHAR,12.0,7.4,7.4,224.0,1.0,0.3,1700.0,3300.0,2024,0.1349527665317139,88.80000000000001,8.308,18.85,Safe
10163,,BIHAR,12.0,6.6,7.1,228.0,1.0,0.3,240.0,540.0,2024,0.15128593040847202,79.19999999999999,1.986,7.55,Safe
10126,,BIHAR,12.0,6.0,7.2,231.0,1.0,0.3,330.0,490.0,2024,0.1663893510815308,72.0,2.052,7.77,Safe
1078,,BIHAR,10.0,6.4,7.0,232.0,1.0,0.3,130.0,230.0,2024,0.15600624024961,64.0,1.3639999999999999,5.23,Safe
1820,,BIHAR,17.0,0.5,7.2,356.0,2.0,0.3,3300.0,4900.0,2024,3.9215686274509802,8.5,13.672,23.37,Safe
2575,,BIHAR,16.0,3.4,7.3,268.0,1.8,0.3,2800.0,3500.0,2024,0.527859237536657,54.4,10.586,21.02,Safe
3134,,BIHAR,15.0,5.1,7.0,284.0,1.8,0.3,4900.0,7900.0,2024,0.35225048923679064,76.5,20.368000000000002,27.1,Moderate
4291,,BIHAR,16.0,1.5,7.1,291.0,1.6,0.3,4900.0,7000.0,2024,1.0596026490066226,24.0,18.972,26.43,Moderate
2562,,BIHAR,13.0,6.3,7.0,223.0,1.0,0.3,330.0,490.0,2024,0.1584786053882726,81.89999999999999,2.036,7.72,Safe
2570,,BIHAR,15.0,7.3,7.1,208.0,1.0,0.3,1300.0,5400.0,2024,0.13679890560875513,109.5,10.826,21.23,Safe
3124,,BIHAR,13.0,6.7,7.3,209.0,1.0,0.3,45.0,78.0,2024,0.14903129657228018,87.10000000000001,0.9625,3.38,Safe
4295,,BIHAR,15.0,7.0,7.2,139.0,1.0,0.3,68.0,110.0,2024,0.14265335235378032,105.0,0.9049999999999999,3.09,Safe
Station Code,,State,21.0,5.7,7.2,232.0,1.0,0.4,11.0,90.0,2024,0.17513134851138354,119.7,0.9954999999999999,3.55,Safe
4300,,BIHAR,15.0,6.1,7.5,297.0,1.4,0.3,450.0,780.0,2024,0.2291325695581015,91.5,2.919,10.25,Safe
4403,,BIHAR,15.0,6.4,7.5,274.0,1.0,0.3,790.0,1100.0,2024,0.15600624024961,96.0,3.743,12.15,Safe
1822,,BIHAR,15.0,0.3,7.0,440.0,3.0,0.3,330.0,940.0,2024,9.67741935483871,4.5,3.745,12.15,Safe
3136,,BIHAR,15.0,0.3,7.1,467.0,3.0,0.3,490.0,700.0,2024,9.67741935483871,4.5,3.6790000000000003,12.01,Safe
2558,,BIHAR,16.0,0.5,7.3,263.0,1.5,0.3,4900.0,7000.0,2024,2.941176470588235,8.0,18.886,26.39,Moderate
3126,,BIHAR,16.0,6.7,7.4,268.0,1.1,0.3,490.0,790.0,2024,0.1639344262295082,107.2,2.846,10.07,Safe
2566,,BIHAR,14.0,6.0,7.0,168.0,1.3,0.3,2.0,2.0,2024,0.21630615640599002,84.0,0.792,2.48,Safe
3137,,BIHAR,14.0,7.5,7.1,193.0,1.0,0.3,2.0,2.0,2024,0.13315579227696406,105.0,0.752,2.26,Safe
2565,,BIHAR,14.0,7.0,7.2,137.0,1.0,0.3,79.0,130.0,2024,0.14265335235378032,98.0,0.9475,3.31,Safe
1821,,BIHAR,12.0,2.5,7.4,235.0,1.6,0.3,2.0,2.0,2024,0.6374501992031874,30.0,1.0159999999999998,3.65,Safe
2560,,BIHAR,21.0,3.9,7.3,281.0,1.6,0.3,790.0,1100.0,2024,0.40920716112531974,81.89999999999999,3.937,12.55,Safe
2561,,BIHAR,13.0,5.6,7.3,279.0,1.1,0.3,2.0,2.0,2024,0.19607843137254904,72.8,0.9540000000000001,3.34,Safe
3129,,BIHAR,12.0,5.9,7.4,301.0,1.3,0.3,220.0,350.0,2024,0.21996615905245348,70.80000000000001,1.907,7.29,Safe
4292,,BIHAR,21.0,3.5,7.4,309.0,1.3,0.3,13.0,23.0,2024,0.3703703703703704,73.5,1.122,4.16,Safe
4397,,BIHAR,12.0,3.1,7.1,170.0,1.4,0.3,2400.0,3500.0,2024,0.45016077170418006,37.2,9.67,20.2,Safe
1823,,BIHAR,16.0,5.5,7.2,220.0,1.2,0.3,540.0,920.0,2024,0.2177858439201452,88.0,3.05,10.58,Safe
4405,,BIHAR,16.0,5.8,7.0,238.0,1.0,0.3,130.0,170.0,2024,0.17211703958691912,92.8,1.286,4.9,Safe
2559,,BIHAR,16.0,0.3,6.8,284.0,2.0,0.3,7900.0,22000.0,2024,6.451612903225807,4.8,46.078,34.95,Moderate
3130,,BIHAR,16.0,0.3,7.0,258.0,2.0,0.3,1300.0,2400.0,2024,6.451612903225807,4.8,6.725999999999999,17.0,Safe
3132,,BIHAR,19.0,7.2,5.6,226.0,1.0,0.3,790.0,1400.0,2024,0.13869625520110956,136.8,4.0969999999999995,12.86,Safe
3135,,BIHAR,12.0,6.9,7.3,257.0,1.0,0.3,2.0,2.0,2024,0.1447178002894356,82.80000000000001,0.88,2.96,Safe
2563,,BIHAR,19.0,7.2,7.3,222.0,1.3,0.3,170.0,320.0,2024,0.18030513176144244,136.8,1.629,6.29,Safe
3131,,BIHAR,19.0,7.4,7.3,194.0,1.0,0.3,140.0,210.0,2024,0.1349527665317139,140.6,1.273,4.84,Safe
4402,,BIHAR,19.0,7.1,7.5,212.0,1.0,0.3,330.0,490.0,2024,0.1406469760900141,134.9,2.014,7.65,Safe
2555,,BIHAR,18.0,0.3,7.1,245.0,1.6,0.3,540.0,1600.0,2024,5.161290322580646,5.3999999999999995,4.24,13.14,Safe
3119,,BIHAR,18.0,6.9,7.5,288.0,1.0,0.3,2.0,2.0,2024,0.1447178002894356,124.2,0.942,3.28,Safe
3120,,BIHAR,18.0,6.2,7.4,304.0,1.3,0.3,1400.0,2300.0,2024,0.20933977455716588,111.60000000000001,6.6080000000000005,16.84,Safe
4406,,BIHAR,18.0,6.5,7.1,222.0,1.0,0.3,3500.0,5400.0,2024,0.15360983102918588,117.0,14.154,23.69,Safe
4293,,BIHAR,15.0,4.7,7.2,250.0,1.4,0.3,3500.0,5400.0,2024,0.29723991507430997,70.5,14.33,23.8,Safe
4294,,BIHAR,15.0,3.0,7.2,265.0,1.5,0.3,700.0,940.0,2024,0.49833887043189373,45.0,3.5,11.63,Safe
4399,,BIHAR,15.0,6.5,7.4,231.0,1.3,0.3,4900.0,7000.0,2024,0.19969278033794163,97.5,18.762,26.33,Moderate
4400,,BIHAR,18.0,6.7,7.2,209.0,1.0,0.3,1700.0,3500.0,2024,0.14903129657228018,120.60000000000001,8.578,19.13,Safe
4401,,BIHAR,18.0,2.1,7.2,219.0,1.0,0.3,490.0,700.0,2024,0.47393364928909953,37.800000000000004,2.583,9.36,Safe
4404,,BIHAR,14.0,3.2,7.2,251.0,1.0,0.3,490.0,940.0,2024,0.3115264797507788,44.800000000000004,3.0069999999999997,10.47,Safe
1824,,BIHAR,15.0,7.2,7.2,158.0,1.0,0.3,1300.0,1700.0,2024,0.13869625520110956,108.0,5.176,14.77,Safe
2117,,MADHYA PRADESH,20.0,6.2,7.3,267.0,1.6,0.65,4.0,58.0,2024,0.25764895330112725,124.0,1.237,4.68,Safe
1433,,MADHYA PRADESH,16.0,7.0,7.0,128.0,1.4,0.7,2.0,12.0,2024,0.19971469329529243,112.0,0.837,2.73,Safe
1075,,BIHAR,15.0,7.3,7.3,141.0,1.0,0.3,1300.0,1700.0,2024,0.13679890560875513,109.5,5.1419999999999995,14.72,Safe
3127,,BIHAR,15.0,7.8,7.2,180.0,1.0,0.3,2400.0,3500.0,2024,0.12804097311139565,117.0,9.57,20.11,Safe
4913,,BIHAR,17.0,6.5,7.0,135.0,1.1,0.3,490.0,790.0,2024,0.16897081413210446,110.5,2.58,9.36,Safe
3128,,BIHAR,17.0,6.8,7.3,113.0,1.0,0.3,110.0,170.0,2024,0.14684287812041116,115.6,1.006,3.6,Safe
4298,,BIHAR,17.0,7.2,7.1,111.0,1.0,0.3,17.0,22.0,2024,0.13869625520110956,122.4,0.6405000000000001,1.6,Safe
2556,,BIHAR,17.0,7.2,7.3,116.0,1.0,0.3,45.0,68.0,2024,0.13869625520110956,122.4,0.7615,2.31,Safe
4407,,BIHAR,16.0,7.1,7.3,104.0,1.0,0.3,13.0,23.0,2024,0.1406469760900141,113.6,0.622,1.49,Safe
3121,,BIHAR,18.0,7.2,7.1,123.0,1.0,0.3,45.0,78.0,2024,0.13869625520110956,129.6,0.7905,2.47,Safe
30081,,UTTAR PRADESH,18.0,7.0,7.1,128.0,1.0,0.32,2.0,6800.0,2024,0.14265335235378032,126.0,10.822999999999999,21.22,Safe
30082,,MADHYA PRADESH,18.0,7.5,7.5,117.0,1.0,0.32,2.0,2000.0,2024,0.13315579227696406,135.0,3.601,11.85,Safe
4604,,MADHYA PRADESH,21.0,7.0,7.3,288.0,1.2,0.88,2.0,41.0,2024,0.17118402282453637,147.0,1.1764999999999999,4.41,Safe
3834,,MADHYA PRADESH,27.0,7.5,8.4,590.0,2.3,4.14,2.0,75.0,2024,0.3062583222370173,202.5,2.8135,9.98,Safe
3836,,MADHYA PRADESH,30.0,6.5,8.6,492.0,2.8,1.77,2.0,49.0,2024,0.43010752688172044,195.0,2.2545,8.41,Safe
3851,,MADHYA PRADESH,22.0,7.2,7.2,298.0,1.2,0.81,2.0,43.0,2024,0.16643550624133147,158.4,1.1854999999999998,4.45,Safe
3329,,MADHYA PRADESH,21.0,7.0,7.2,292.0,1.2,0.91,2.0,33.0,2024,0.17118402282453637,147.0,1.1784999999999999,4.42,Safe
3852,,MADHYA PRADESH,19.0,7.2,7.7,279.0,1.0,0.84,2.0,40.0,2024,0.13869625520110956,136.8,1.089,4.0,Safe
1612,,MADHYA PRADESH,21.0,6.9,7.3,191.0,1.0,0.32,2.0,27.0,2024,0.1447178002894356,144.9,0.7895,2.47,Safe
1371,,MADHYA PRADESH,20.0,6.9,6.9,219.0,1.2,0.32,2.0,31.0,2024,0.1736613603473227,138.0,0.9115,3.12,Safe
3846,,MADHYA PRADESH,20.0,6.8,6.8,213.0,1.0,0.32,2.0,37.0,2024,0.14684287812041116,136.0,0.8485,2.79,Safe
3327,,MADHYA PRADESH,20.0,6.7,7.2,241.0,1.1,0.35,2.0,37.0,2024,0.1639344262295082,134.0,0.9405000000000001,3.27,Safe
1142,,MADHYA PRADESH,20.0,6.8,7.1,211.0,1.2,0.32,2.0,31.0,2024,0.1762114537444934,136.0,0.8955,3.04,Safe
1610,,MADHYA PRADESH,20.0,6.7,6.5,178.0,1.0,0.32,2.0,2.0,2024,0.14903129657228018,134.0,0.726,2.11,Safe
1611,,MADHYA PRADESH,20.0,1.4,7.5,206.0,1.1,0.32,2.0,31.0,2024,0.7801418439716313,28.0,0.8555,2.83,Safe
2116,,MADHYA PRADESH,20.0,6.8,7.6,262.0,1.4,0.89,2.0,43.0,2024,0.2055800293685756,136.0,1.1894999999999998,4.47,Safe
1608,,MADHYA PRADESH,16.0,7.2,6.6,300.0,1.6,0.51,2.0,12.0,2024,0.22191400832177532,115.2,1.2029999999999998,4.53,Safe
3306,,MADHYA PRADESH,21.0,7.0,7.2,340.0,1.2,0.53,2.0,23.0,2024,0.17118402282453637,147.0,1.1834999999999998,4.44,Safe
3307,,MADHYA PRADESH,20.0,7.1,7.2,305.0,1.2,0.36,2.0,24.0,2024,0.1687763713080169,142.0,1.081,3.97,Safe
3311,,MADHYA PRADESH,18.0,6.9,7.0,274.0,1.2,0.32,2.0,34.0,2024,0.1736613603473227,124.2,1.026,3.7,Safe
2396,,JHARKHAND,9.0,5.4,6.5,232.0,2.0,0.4,11.0,90.0,2024,0.36968576709796674,48.6,1.2954999999999999,4.94,Safe
4085,,JHARKHAND,10.0,3.4,6.5,232.0,1.6,0.4,11.0,90.0,2024,0.4692082111436951,34.0,1.1755,4.41,Safe
2401,,JHARKHAND,17.0,6.2,7.3,104.0,1.1,0.4,11.0,90.0,2024,0.17713365539452497,105.4,0.7695000000000001,2.36,Safe
2390,,JHARKHAND,15.0,7.6,7.4,232.0,1.0,0.4,11.0,90.0,2024,0.1314060446780552,114.0,0.9954999999999999,3.55,Safe
3554,,JHARKHAND,19.0,7.2,7.3,232.0,1.2,0.4,11.0,90.0,2024,0.16643550624133147,136.8,1.0554999999999999,3.84,Safe
4000,,JHARKHAND,18.0,6.2,7.2,232.0,1.8,0.4,11.0,90.0,2024,0.2898550724637681,111.60000000000001,1.2355,4.68,Safe
2381,,JHARKHAND,19.0,7.2,7.3,232.0,1.4,0.4,11.0,90.0,2024,0.1941747572815534,136.8,1.1155,4.13,Safe
4490,,JHARKHAND,17.0,6.5,7.2,116.0,1.1,0.4,11.0,90.0,2024,0.16897081413210446,110.5,0.7935,2.49,Safe
4745,,JHARKHAND,18.0,4.4,6.6,238.0,2.2,0.4,11.0,90.0,2024,0.4988662131519275,79.2,1.3675,5.25,Safe
4747,,JHARKHAND,19.0,6.6,7.3,190.0,1.0,0.4,11.0,90.0,2024,0.15128593040847202,125.39999999999999,0.9115,3.12,Safe
2567,,BIHAR,15.0,7.1,7.1,209.0,1.0,0.3,2.0,2.0,2024,0.1406469760900141,106.5,0.784,2.44,Safe
2569,,BIHAR,13.0,6.4,7.3,178.0,1.3,0.3,2200.0,2800.0,2024,0.20280811232449297,83.2,8.306000000000001,18.85,Safe
3133,,BIHAR,16.0,6.8,7.0,240.0,1.2,0.3,130.0,170.0,2024,0.1762114537444934,108.8,1.35,5.17,Safe
4299,,BIHAR,17.0,6.2,7.4,211.0,1.1,0.3,33.0,49.0,2024,0.17713365539452497,105.4,0.935,3.24,Safe
2572,,BIHAR,15.0,7.3,7.1,82.0,1.0,0.3,140.0,260.0,2024,0.13679890560875513,109.5,1.124,4.17,Safe
Station Code,,State,21.0,5.7,7.2,232.0,1.0,0.4,11.0,90.0,2024,0.17513134851138354,119.7,0.9954999999999999,3.55,Safe
1336,,WEST BENGAL,20.0,7.4,6.4,179.0,2.2,0.51,1100.0,2200.0,2024,0.2968960863697706,148.0,6.07,16.12,Safe
2392,,JHARKHAND,16.0,7.4,7.4,232.0,1.3,0.4,11.0,90.0,2024,0.17543859649122806,118.4,1.0855,3.99,Safe
1331,,WEST BENGAL,21.0,7.4,6.7,191.0,1.8,0.33,1100.0,1700.0,2024,0.242914979757085,155.4,5.188,14.79,Safe
1332,,WEST BENGAL,21.0,7.3,7.0,213.0,2.0,0.69,1400.0,1700.0,2024,0.27359781121751026,153.29999999999998,5.814,15.75,Safe
1333,,WEST BENGAL,19.0,7.3,7.5,219.0,2.0,0.86,1400.0,2100.0,2024,0.27359781121751026,138.7,6.46,16.65,Safe
1334,,WEST BENGAL,18.0,6.6,7.1,205.0,2.4,0.3,1100.0,2100.0,2024,0.3630862329803328,118.8,5.99,16.0,Safe
2382,,JHARKHAND,17.0,7.4,7.4,232.0,1.6,0.4,11.0,90.0,2024,0.21592442645074225,125.80000000000001,1.1755,4.41,Safe
2383,,JHARKHAND,21.0,7.5,7.3,232.0,1.8,0.4,11.0,90.0,2024,0.2396804260985353,157.5,1.2355,4.68,Safe
2384,,JHARKHAND,23.0,7.3,7.4,232.0,1.6,0.4,11.0,90.0,2024,0.21887824897400823,167.9,1.1755,4.41,Safe
2391,,JHARKHAND,17.0,7.2,7.3,232.0,1.4,0.4,11.0,90.0,2024,0.1941747572815534,122.4,1.1155,4.13,Safe
